iteration,timestamp,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,hip_x,hip_y,hip_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,neck_x,neck_y,neck_z
,1749062749.1,640.967779296875,321.2874199902344,1362.2070871484375,329.3008321289062,315.17084362792974,1361.2505764648438,752.0057670898437,255.7474975830078,1046.8321072265624,229.45301470703123,249.92202311279294,1044.8727720507811,484.53384364013675,336.159394987793,1063.6389331640626,753.7813268603516,119.98148413085937,781.6383341845703,220.08163486022949,102.52268324951172,776.2385741479492,485.13430571289064,318.2291318090821,1361.7288318066408
,1749062749.11,640.90130890625,321.3002934375,1362.198055078125,329.2840324462891,315.2224495117187,1361.2111409179686,751.9099884765624,255.74816249999998,1046.8032394531251,229.52754320068357,250.0078899267578,1044.7858200976561,484.51353163330083,336.1856894384766,1063.633951904297,753.7129350341796,119.99384270812989,781.6175044165038,220.11414487243653,102.65337598999024,776.144391875,485.09267067626956,318.26137147460935,1361.7045979980467
,1749062749.12,640.8428450976563,321.3238995019532,1362.1858695703127,329.2689918212891,315.2932212646484,1361.1311298828125,751.8257163085937,255.7422890625,1046.791954296875,229.58575275878906,250.09313822265625,1044.7012940039062,484.49950482666014,336.2132500073242,1063.6157057714845,753.6129545751953,120.00161505004883,781.6006501928711,220.15125493896483,102.78591249420167,776.0485445043945,485.0559184594727,318.3085603833008,1361.6584997265627
,1749062749.13,640.7898376757813,321.3431795605469,1362.1793037109376,329.2415957519531,315.37660061035155,1361.0655704101562,751.764608984375,255.74816538085935,1046.7862771484374,229.64847581298824,250.17624539794923,1044.6160791015623,484.4817256469726,336.23992778564457,1063.6051806152345,753.5045491088867,120.01607270324709,781.571221105957,220.1892675164795,102.9285655456543,775.937318190918,485.0157167138672,318.35989008544925,1361.6224370605469
,1749062749.14,640.7362027929687,321.35521602539063,1362.1744983984377,329.1926831542969,315.45526271972653,1361.0085317382811,751.6944200195312,255.7560034423828,1046.7719958984374,229.68586944335937,250.26753594726563,1044.5372709375,484.46064576660154,336.2538309106445,1063.5903987109375,753.3966280273437,120.02595653259277,781.5530688110352,220.2290296936035,103.07076732971191,775.8233771875,484.9644429736328,318.4052393725586,1361.5915150683595
,1749062749.15,640.6778222656251,321.37455421875,1362.1677176171877,329.12247817382814,315.5179618652344,1360.9619604492186,751.6218635742187,255.7594893066406,1046.773034375,229.72420522216794,250.3639934399414,1044.4492206445314,484.4431797167969,336.2771119213867,1063.5858818457032,753.2637419628907,120.03277843750001,781.5333385961915,220.2794030352783,103.21099821044922,775.7125458544922,484.9001502197266,318.4462580419922,1361.564839033203
,1749062749.16,640.6375426757812,321.3921317285156,1362.1660171875,329.04756770019526,315.60080910644535,1360.9073377929687,751.5649168945313,255.7803897705078,1046.7759623046875,229.76291651855468,250.4623448046875,1044.3673543554687,484.4283692944336,336.31204520996096,1063.5886828027344,753.1342459228516,120.05768128295898,781.5111037451172,220.32725630798342,103.3536328100586,775.603992980957,484.84255518798824,318.4964704174805,1361.5366774902345
,1749062749.17,640.5944949804688,321.4000442773438,1362.167264921875,328.9641190185547,315.6745155517578,1360.8667958007813,751.46890859375,255.80109675292965,1046.758578125,229.8068787426758,250.5712859472656,1044.273138359375,484.40804562988285,336.3389291918945,1063.6006774121092,753.0187841186523,120.10039684448242,781.4802551538085,220.36486735351562,103.49555701721191,775.5024279589844,484.77930699951173,318.5372799145508,1361.5170303613281
,1749062749.18,640.5365616210938,321.4057095996094,1362.1598137890626,328.91696857910154,315.7120791259765,1360.833069921875,751.3607184570312,255.8211775878906,1046.7347712890623,229.81629370361327,250.6816818701172,1044.204328300781,484.39347550048825,336.35940579345703,1063.6007352929687,752.9045333764649,120.14863512939453,781.4535699804687,220.4054579876709,103.63856432800291,775.410371496582,484.7267651000977,318.55889436279296,1361.4964418554687
,1749062749.19,640.4679779492188,321.42114834960944,1362.1520724609377,328.86037758789064,315.7957959960937,1360.8090375,751.26509609375,255.8531719238281,1046.7114103515623,229.84196373291013,250.79862130859374,1044.1234271484373,484.3830356518555,336.3854906860352,1063.6022553515625,752.7990630224608,120.20701622436523,781.4256937719726,220.44710184020997,103.78106583648682,775.3279770288086,484.66417776855474,318.6084721728516,1361.4805549804687
,1749062749.2,640.4175379882813,321.43247883789064,1362.1584134375003,328.8021051269531,315.880988305664,1360.7731638671876,751.1787801757812,255.88954567871093,1046.6879841796874,229.87141639160154,250.91051095947267,1044.05377125,484.37277294921876,336.3999745507813,1063.5997696484376,752.7083748413086,120.26961505126954,781.4100952368165,220.4889093890381,103.91440289611816,775.2518002880859,484.60982155761724,318.6567335717773,1361.465788652344
,1749062749.21,640.3587775000001,321.4517041992188,1362.1545979687503,328.7808558349609,315.92570341796875,1360.7261146484375,751.0652880859375,255.9098967773437,1046.669458203125,229.87921641357423,251.02821473876952,1043.9887932812499,484.35922199707034,336.41124315917966,1063.5970518066406,752.5994954663086,120.32520487487793,781.3930486694336,220.53313923095703,104.04146321929932,775.1818240136719,484.5698166674805,318.6887038085938,1361.440356308594
,1749062749.22,640.2938912890626,321.46906849609377,1362.1479224218751,328.79638955078127,315.9967419189453,1360.6848350585935,750.9801367187499,255.93901589355468,1046.6571978515626,229.88531130126952,251.14783272216795,1043.9289518164062,484.35230552490236,336.4166115039062,1063.5812174999999,752.4870291137695,120.38710843017579,781.3702910498047,220.5756712060547,104.17109198303223,775.1132866552734,484.54514041992195,318.73290520751954,1361.4163787402344
,1749062749.23,640.2373851367188,321.48435805664064,1362.1468726562503,328.7405154541015,316.1012596923828,1360.6389478515625,750.9014096679687,255.9670842285156,1046.6504109374998,229.91501675292966,251.25815111328126,1043.8563984960936,484.3363179931641,336.4211109350586,1063.5667604492187,752.3760785302734,120.45031382690429,781.3502606079101,220.61696241699218,104.28684449920655,775.0558677368165,484.4889502954102,318.7928088745117,1361.3929102539064
,1749062749.24,640.1908781835938,321.4985700976563,1362.1481301171877,328.72078405761715,316.1849718505859,1360.5698669921876,750.8249760742187,255.98824099121094,1046.6523095703124,229.9424421582031,251.36158730957027,1043.7894665039062,484.31631002197264,336.42865197021484,1063.5539915917968,752.2454283276368,120.51718548645019,781.3185424975586,220.6679364666748,104.40228727783203,774.9848424389648,484.45583112060547,318.8417709741211,1361.3589985546878
,1749062749.25,640.1401010156251,321.5190463964844,1362.1390212500003,328.6824150390625,316.259995703125,1360.5226751953123,750.7452935546875,256.0134966796875,1046.65503203125,229.96514717773437,251.46192478515624,1043.7247022070312,484.2951765014648,336.42390699462885,1063.5284771875001,752.1160914013672,120.60048486389161,781.2704501440429,220.7150715423584,104.52810930480956,774.9069481396484,484.4112580273438,318.88952104980467,1361.3308482226562
,1749062749.26,640.0854971679687,321.53215529296875,1362.131573515625,328.65142897949215,316.3392002929687,1360.4943986328124,750.6861141601562,256.05314082031254,1046.6464679687497,230.01689418212888,251.54901330566406,1043.6534828515623,484.2758355664062,336.41227921875,1063.4975151464844,751.9980947021484,120.68640798645019,781.2237793945312,220.7472458642578,104.64759622070312,774.8452567529297,484.3684630737304,318.9356777929687,1361.3129860742188
,1749062749.27,640.0242570117188,321.54559312500004,1362.1256621875,328.59158249511717,316.40916376953123,1360.4495647460938,750.6257810546874,256.09556860351563,1046.6409472656248,230.06357941406247,251.632926640625,1043.5804987109375,484.2511005004883,336.4194491308594,1063.482289921875,751.8915572021485,120.76072343933106,781.1945912548828,220.78628167480468,104.75561724395752,774.786339074707,484.307919753418,318.97737844726566,1361.2876134667968
,1749062749.28,639.9680658789063,321.5723080859375,1362.123164765625,328.56840759277344,316.46763371582034,1360.410496191406,750.5386389648437,256.13369956054686,1046.6231824218748,230.08081708496093,251.71964745361328,1043.5282427929687,484.2293284033203,336.4366553344726,1063.478130908203,751.781398334961,120.82267790954589,781.1707553027344,220.8281957763672,104.86385499053955,774.7170469482421,484.2682367358399,319.0199709008789,1361.2668304785157
,1749062749.29,639.9099943554688,321.5973685644532,1362.1168790234376,328.5041295898437,316.51637565917963,1360.3982030273437,750.4513594726562,256.18678173828124,1046.5880615234373,230.09381429443357,251.80697395751952,1043.4728457421875,484.20411040527347,336.4632928466797,1063.49740140625,751.6623455151366,120.87760897216798,781.141407145996,220.86955479125976,104.96510978332519,774.6543707788086,484.2070619726563,319.0568721118164,1361.2575410253908
,1749062749.3,639.8611477539064,321.62831661132816,1362.1083376562501,328.4798274169922,316.58398864746096,1360.352095703125,750.3627534179686,256.23823081054684,1046.5445449218748,230.11980828857418,251.88334234619137,1043.4166783398437,484.1789992578125,336.48762159667973,1063.4995938964844,751.5482863818359,120.93319823913575,781.1066942626953,220.9042655859375,105.06095164611816,774.5976178906251,484.1704875854493,319.10615262939456,1361.2302166796876
,1749062749.31,639.822316328125,321.66643301757813,1362.0988266796876,328.409091015625,316.6607697509765,1360.2994530273438,750.2717374023437,256.2811898925781,1046.5136189453124,230.1210387158203,251.95824721923825,1043.3683471679688,484.15040241699216,336.50729029785157,1063.4977310058594,751.4262540795899,120.9742884716797,781.0797273071288,220.9515336932373,105.15455965423584,774.5271359765625,484.115703671875,319.1636013842773,1361.1991398535156
,1749062749.32,639.7876594531251,321.7084137109375,1362.0938811718752,328.3668028320312,316.7012192871094,1360.2835608398436,750.1931104492187,256.32964736328125,1046.48285703125,230.10952401611328,252.03464877929684,1043.3254699414063,484.12153127441405,336.5209331933593,1063.491040625,751.3036395458985,121.02326188232422,781.0430624999999,221.00368880493164,105.24107433654785,774.4550466918945,484.07723114257817,319.2048164990234,1361.1887210058594
,1749062749.33,639.7470796289062,321.7444725390625,1362.090480234375,328.3306305908203,316.7407019042969,1360.24719765625,750.1222918945311,256.37835341796875,1046.4539623046874,230.12779816650388,252.11033266845703,1043.2631099999999,484.0947823388672,336.52735820556643,1063.4784559960935,751.1919302685546,121.0800771234131,781.0098254492187,221.0401377838135,105.32226514251708,774.3965724389649,484.0388551098633,319.2425872216797,1361.1688389453125
,1749062749.34,639.7074416796875,321.78810859375,1362.073229296875,328.3225143310547,316.78654304199216,1360.19789453125,750.0453822265624,256.4197970214843,1046.431262890625,230.1446171557617,252.17616173583986,1043.2149774023437,484.0677729907227,336.5206430126953,1063.441948408203,751.0892679077149,121.14171159606934,780.9770996118164,221.06689054077148,105.40004509552003,774.3401898608398,484.01497800537106,319.2873258178711,1361.1355619140627
,1749062749.35,639.6605065429687,321.8272718066406,1362.0604733984376,328.2622408691406,316.8222482910156,1360.2029466796873,749.9773244140624,256.4618550292968,1046.412988671875,230.14967129150392,252.24359941162106,1043.1682010742188,484.04021550292964,336.52486578125,1063.4258794921875,750.9751561035156,121.17586022399901,780.9625749487304,221.0904155480957,105.47884759429931,774.2841657348633,483.9613737060547,319.3247600488281,1361.1317100390625
,1749062749.36,639.606331875,321.8698651953125,1362.0581407421876,328.2496115966797,316.8390735107422,1360.1900833984373,749.9038575195312,256.5082455566406,1046.3882716796875,230.16777879882812,252.30612146240236,1043.1213936328124,484.00667154785157,336.52611599365235,1063.4044997070312,750.8736429199218,121.21776025268554,780.9417177929688,221.11132984375,105.54716099517822,774.2406144262695,483.92797173583983,319.35446935302735,1361.1241120703125
,1749062749.37,639.5462127343751,321.91440270507815,1362.0465967187502,328.20557514648436,316.8910334960937,1360.17290859375,749.8103157226562,256.5477607421875,1046.3574603515624,230.20455023681637,252.34856845947263,1043.0835022265624,483.9713161181641,336.53471140380856,1063.3966212988282,750.769833190918,121.25879739685058,780.9203594140625,221.12625017211914,105.61054133605957,774.2006116479491,483.8758939404297,319.40271810058596,1361.10975265625
,1749062749.38,639.5021308789063,321.9625220214844,1362.028510390625,328.15314545898434,316.9610736328125,1360.1537263671873,749.7238684570311,256.5904653320312,1046.3282349609376,230.22760640136715,252.38546029296873,1043.0521565234374,483.93525502929685,336.54118020507815,1063.3826462597656,750.6572718652344,121.2916666784668,780.8892985229493,221.1514624645996,105.67404315246583,774.1477290039062,483.8276381689453,319.4617978271484,1361.0911183789062
,1749062749.39,639.4518265820312,322.00873356445317,1362.0188305859376,328.1268590332031,317.00282207031245,1360.1253158203124,749.6565651367187,256.63689999999997,1046.305919921875,230.25748555908203,252.41724137695314,1043.0137599609375,483.8958441259765,336.55480233154293,1063.382277373047,750.5509116186524,121.30718643005372,780.871300625,221.17763381042482,105.73302973144531,774.0957337768555,483.7893428076172,319.5057778173828,1361.072073203125
,1749062749.4,639.401741328125,322.04686899414065,1362.0002452343751,328.1159740966797,317.03101206054686,1360.077019140625,749.5933170898437,256.66953041992184,1046.2957357421874,230.2669697265625,252.4405025195312,1042.9929806445311,483.8529558886719,336.5800640917969,1063.3938722558594,750.4628436767578,121.32869615112305,780.854923918457,221.20517051940917,105.77376650238037,774.056894086914,483.75885771240235,319.53894052734375,1361.0386321875
,1749062749.41,639.3625799414064,322.08206648437505,1361.9827807812499,328.08376298828125,317.09458872070314,1360.0377037109374,749.5354125,256.69871162109376,1046.2881789062499,230.28215736328124,252.45787464843747,1042.9692998046874,483.8174691650391,336.6094810327148,1063.4048849609376,750.3742144458008,121.36513803588866,780.8270565087892,221.23739363708495,105.80865777557372,774.0168985742188,483.7231714648438,319.5883276025391,1361.0102422460936
,1749062749.42,639.3309777539063,322.1182659667969,1361.9712764062501,328.07826076660155,317.11641882324216,1360.0084526367186,749.4941884765625,256.7309288085937,1046.2839154296876,230.295746015625,252.47846833740232,1042.9400029296874,483.78490046630856,336.63070876708986,1063.4076705664063,750.2936488916016,121.39817821838379,780.8039202050782,221.27003059326174,105.83808504852294,773.9821879394531,483.70461926025393,319.61734239501953,1360.9898645214844
,1749062749.43,639.2813192382812,322.14921066406254,1361.9586637890625,328.0668946533203,317.1078863769531,1360.0071432617187,749.4612129882812,256.7690640136718,1046.278479296875,230.3032392211914,252.49154189453122,1042.9223363281249,483.7515870581055,336.6646119873047,1063.4240759570314,750.218364765625,121.42656389465333,780.7912044653322,221.29782582092287,105.86058184631348,773.9552769287109,483.67410694580076,319.6285485205078,1360.9829035253906
,1749062749.44,639.2427614257813,322.1772255078125,1361.9468069921875,328.0465046386719,317.1012786865234,1360.01230859375,749.3960609375,256.8058062988281,1046.2479171875,230.30857042968745,252.5033386376953,1042.9023001953124,483.71850445068355,336.6959861206055,1063.4351665820313,750.1626742749024,121.4891256665039,780.7619154394531,221.31726526184082,105.88311393066405,773.9346099560546,483.6446330322266,319.63925209716797,1360.9795577929688
,1749062749.45,639.2137655078125,322.2128240917969,1361.9381367187502,328.03855759277343,317.11461157226563,1360.0112513671875,749.3183003906249,256.85360302734375,1046.1957105468748,230.3132589501953,252.5161944189453,1042.8805988085937,483.68480557373044,336.7155036914063,1063.4322160839845,750.0965202807618,121.53914201721192,780.7340662500001,221.33647534118654,105.9047384741211,773.9141204467774,483.626161550293,319.66371783203124,1360.9746940429688
,1749062749.46,639.1843829101563,322.2482668652344,1361.9223552734375,327.9944738769531,317.1140344238281,1360.0226048828124,749.2476751953125,256.8957272460937,1046.1529712890624,230.2997556201172,252.52147245605465,1042.8746436132813,483.65009222412107,336.71909949218747,1063.4129603222657,750.020609831543,121.57292873413087,780.7054429614259,221.35600656738282,105.92205793640137,773.8942629272461,483.5894283935547,319.6811506445313,1360.972480078125
,1749062749.47,639.16077546875,322.2747553027344,1361.8999605078125,327.95982014160154,317.13587448730465,1360.0220166015624,749.1858334960937,256.93234448242185,1046.114251171875,230.28028734375,252.52045102539063,1042.8729564062498,483.61442930419923,336.72667174316405,1063.3978989941406,749.933963100586,121.60213753601076,780.670466677246,221.37287539123537,105.935782996521,773.8739050341796,483.56029780517576,319.7053148950195,1360.9609885546874
,1749062749.48,639.1537384179687,322.3062827929688,1361.8779846484376,327.9546225341797,317.17095192871096,1360.0137455078122,749.12829375,256.97812177734374,1046.0684859374999,230.28077905273437,252.51602584228516,1042.8630770507812,483.5770614916992,336.7425917407227,1063.3888835449218,749.8713984716796,121.64310772277832,780.6384950488282,221.377155123291,105.94152746429444,773.8677169702148,483.5541804760742,319.73861736083984,1360.9458650781248
,1749062749.49,639.1385474414063,322.33055686523437,1361.85278453125,327.9124422851562,317.21928095703123,1360.0103186523436,749.1064450195313,257.0240041503906,1046.042037109375,230.26907058105468,252.50653620361325,1042.8675789257811,483.543190859375,336.7640835961914,1063.3791103320314,749.7938557006836,121.67159826171874,780.5994054785156,221.37961865783691,105.94641552093506,773.8620956469726,483.52549486328127,319.7749189111328,1360.931551591797
,1749062749.5,639.1273934375001,322.3547619042969,1361.8308995703123,327.88410634765626,317.2317791015625,1360.0156168945314,749.085974609375,257.0733168457031,1046.01317890625,230.26927866699216,252.49476089843748,1042.8635059179687,483.5098592553711,336.7910134204102,1063.374077109375,749.7133673364258,121.71713573242187,780.5429149267577,221.38509418395995,105.94157089385986,773.8615469116211,483.5057498925782,319.79327050292966,1360.9232582324219
,1749062749.51,639.1219013867188,322.37511034179687,1361.807003828125,327.88462521972656,317.23601899414064,1360.0157861328123,749.0463376953124,257.12225688476565,1045.9691496093749,230.2668827026367,252.4879033251953,1042.8600283593748,483.47609642578124,336.83240030273436,1063.3982548535157,749.6621315722657,121.76198953979493,780.512280991211,221.38166781311037,105.92849581115722,773.8756499658203,483.5032633032227,319.8055646679687,1360.9113949804687
,1749062749.52,639.1230157421876,322.39767588867187,1361.786539921875,327.91165959472653,317.24417106933595,1360.0139994140625,748.976806640625,257.1705339355469,1045.89943203125,230.25774021728515,252.48457255859373,1042.868739160156,483.4414908544922,336.8739229248047,1063.414599638672,749.6087685156251,121.81666365722657,780.4658312866211,221.37728725830078,105.9206869277954,773.8858379174804,483.51733766845706,319.8209234790039,1360.9002696679686
,1749062749.53,639.1124648632813,322.4116596484375,1361.7722751953124,327.8893782470703,317.23685112304685,1360.0395266601563,748.919866015625,257.2124177734375,1045.8441068359375,230.25064393554686,252.48278571777342,1042.8707271679687,483.41484804931645,336.9005520263672,1063.4302205566405,749.550419519043,121.88087609191895,780.4028674975586,221.37656073791504,105.91153689910888,773.8979742285155,483.50092155517575,319.82425538574216,1360.9059009277344
,1749062749.54,639.1030725195313,322.42727121093753,1361.7526126171874,327.8908611816406,317.2162604980469,1360.0685083984374,748.8577526367187,257.24529887695314,1045.7958869140625,230.25553819824216,252.48277452636717,1042.8660805664063,483.38942485595703,336.9161116088867,1063.4423570605468,749.4966522924805,121.93494853698729,780.3525296704101,221.36706023254393,105.90213467803954,773.9182745019532,483.496966850586,319.82176585449224,1360.9105605078125
,1749062749.55,639.0999747070314,322.434960859375,1361.731337109375,327.89655402832034,317.20396140136717,1360.0852387695313,748.7913237304687,257.2769225097656,1045.7421623046873,230.2513251879883,252.47724824951172,1042.8846907226562,483.36357934814447,336.9353079418945,1063.458688417969,749.4469948535157,121.9893459350586,780.3050068652344,221.35186832458496,105.89811166473389,773.9382349169921,483.49826436767586,319.8194611303711,1360.9082879394532
,1749062749.56,639.0813096874999,322.4393012988281,1361.709166875,327.90007751464844,317.21561296386716,1360.103786328125,748.7467997070312,257.3047120605469,1045.7064906249998,230.24861233642577,252.4707740380859,1042.904367207031,483.3389338867187,336.94793169189455,1063.449180341797,749.3905779272461,122.05841292358399,780.2350184326172,221.33822811645507,105.8992777923584,773.952134855957,483.4906936010742,319.8274571313476,1360.9064766015624
,1749062749.57,639.0523024804687,322.4403995410156,1361.691656640625,327.8738389404297,317.23624064941407,1360.112869921875,748.7215913085937,257.3382100097656,1045.6874626953124,230.25060245605465,252.4627419995117,1042.9209726953122,483.3155422607422,336.96526668457034,1063.4525857910157,749.3386570507812,122.11788684509277,780.1764017944337,221.31819956848142,105.89243666503906,773.9753466088868,483.4630707104492,319.83832009521484,1360.90226328125
,1749062749.58,639.04059046875,322.43727427734376,1361.6739487890627,327.88260625,317.24264619140627,1360.1046423828125,748.6739919921874,257.36874750976557,1045.6622771484374,230.2428765380859,252.4623966943359,1042.9407053710936,483.2878085913086,336.98110885986324,1063.4531142285157,749.274467385254,122.16699471374513,780.1257817822266,221.29086055541995,105.87776929962159,774.0090545410155,483.461598359375,319.839960234375,1360.8892955859376
,1749062749.59,639.0391167578125,322.4284083105469,1361.66447984375,327.88049440917973,317.2189287597656,1360.1272667968751,748.6208186523437,257.39765522460937,1045.6421423828124,230.22155715087888,252.4642140649414,1042.9636357617187,483.261185480957,337.00312301269537,1063.4627641894533,749.227261928711,122.23825959472656,780.0808682958984,221.27273991394043,105.86057983215332,774.0385709521485,483.4598055834961,319.82366853515623,1360.8958733203126
,1749062749.6,639.0399806835939,322.419464453125,1361.66194203125,327.8365514648437,317.2352525878906,1360.1632208984374,748.5915052734374,257.43456342773436,1045.6292845703124,230.20419569091797,252.47602790039062,1042.973279140625,483.2344535205078,337.0198244824219,1063.4696543945313,749.1821162402343,122.30338806518556,780.0491776953126,221.2588419830322,105.8572916836548,774.0512695385742,483.43826607421875,319.8273585205078,1360.9125814648437
,1749062749.61,639.0495487109375,322.4032426660157,1361.666610546875,327.81695927734376,317.22847192382807,1360.1933611328125,748.5568645507813,257.47786318359374,1045.6055044921875,230.17600347167968,252.49189872558594,1042.98679875,483.2094784716797,337.03538060302736,1063.4862112597657,749.1300601220703,122.3711745703125,780.0125023266601,221.23432965026856,105.86237694244386,774.0612239721679,483.4332539941406,319.8158572949219,1360.9299858398438
,1749062749.62,639.0715075390625,322.39119480468753,1361.6676048828126,327.8141487060547,317.20289934082035,1360.254427636719,748.5170585937501,257.5213971679687,1045.5710304687498,230.1593261743164,252.50163854003904,1042.9975987109376,483.1852993383789,337.04009259521484,1063.487218544922,749.0753734082032,122.4459090447998,779.9727391967774,221.20286278320313,105.8751078729248,774.0762653491212,483.4428281225586,319.7970470727539,1360.9610162597658
,1749062749.63,639.0818569140625,322.3797671484375,1361.6695055468751,327.7747181152344,317.1837895019531,1360.2990794921875,748.4799506835938,257.54872739257814,1045.5414455078126,230.12421215820314,252.50524821533202,1043.0204230078125,483.1642171606445,337.03235008544925,1063.470497753906,749.0245237084961,122.51061163330078,779.9498104492188,221.17722990966797,105.90964115356445,774.0749671264648,483.42828751464845,319.7817783251953,1360.9842925195312
,1749062749.64,639.1011009765625,322.37074423828125,1361.6758901562503,327.78766713867185,317.1968329101563,1360.3173944335936,748.4640717773437,257.5813436523437,1045.514566796875,230.09851197265624,252.5027858691406,1043.0507173046874,483.14482348876953,337.0217824731445,1063.4546695703125,748.9507664355469,122.55659287841797,779.9218645092774,221.1524558239746,105.94475956359864,774.0721643017578,483.4443840576172,319.78378857421876,1360.996642294922
,1749062749.65,639.1003535742187,322.3607612207031,1361.6717788671876,327.84038186035156,317.17987309570316,1360.334330078125,748.4519669921874,257.60648823242184,1045.4965585937498,230.0870120727539,252.49550344970703,1043.0855818554687,483.12776382812496,337.0191485473633,1063.453103017578,748.8709688867189,122.60663775756836,779.8775216699219,221.1120356713867,105.9670352545166,774.0941241967773,483.47036771728517,319.77031715820317,1361.0030544726565
,1749062749.66,639.1034548828125,322.35018877929684,1361.6628531249999,327.87964675292966,317.1339610107422,1360.3504325195313,748.4395904296874,257.63651772460935,1045.4692591796875,230.08659822021485,252.48577326904297,1043.1168283984375,483.111469868164,337.02847520507817,1063.47368125,748.7996175292969,122.63673549499512,779.8531114575195,221.07236371032715,105.99623716979981,774.1128330541992,483.49155081787103,319.7420748950195,1361.0066428222656
